"bookname";"price";"author";"data";"public"
"Python高效开发实战(DjangoTornadoFlaskTwisted) 刘长龙 9787121300103";60.5;"刘长龙";"2016-10-01";"电子工业出版社"
"Python高效开发实战Django Tornado Flask Twisted Web 第2版 框架开发书籍 pyth";96.0;"刘长龙";"2019-11-04";"电子工业"
"Python高效开发实战Django Tornado Flask Twisted Web 第2版python编程零基础入";72.6;"刘长龙";"2021-03-23";"电子工业"
"Python高效开发指南 Python语言核心编程 中公教育";40.24;"不详";"Unknow";"不详"
"Python高级数据分析：机器学习、深度学习和NLP实例";54.8;"萨扬・穆霍帕迪亚";"2019-02-24";"机械工业出版社"
"Python高级机器学习";29.5;"约翰・哈蒂";"2020-01-01";"人民邮电出版社"
"Python高级编程 Tarek Ziad";40.15;"Tarek";"2010-01-01";"人民邮电出版社"
"Python高级编程 第2版";44.5;"Micha";"2017-09-01";"人民邮电出版社"
"Python高级编程 第2版 9787115460158 [波兰]Micha Jaworski 贾沃斯基 [法]Tare";65.0;"Micha";"2017-09-01";"人民邮电出版社"
"Python高级编程 第2版[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé人民邮电出版社9";74.0;"Unknow";"2017-09-01";"人民邮电出版社"
"Python高级编程(第2版)";64.12;"贾沃斯基";"2017-10-01";"人民邮电"
"Python高级编程(第2版) 人民邮电出版社";65.0;"贾沃斯基";"2017-10-01";"人民邮电出版社"
"Python高级编程【正版图书，满额减】";59.3;"Luke";"2016-11-01";"清华大学出版社"
"Python高级编程第2版 python程序设计编程源代码开发基础教程书籍+Python高性能编程 python 编程";166.0;"贾沃斯基";"2017-09-01";"人民邮电出版社"
"Python高维数据分析";32.2;"赵煜辉";"2020-08-01";"西安电子科技大学出版社"
"Python黑客攻防入门";29.5;"赵诚文";"2018-01-01";"人民邮电出版社"
"Python黑客攻防入门 黑客与渗透测试编程之道 Python绝技运用 从入门到实战数据分析零基础自学教程书小甲鱼机器语";178.2;"Unknow";"2021-03-20";"东南大学出版社"
"Python黑客攻防入门+Python黑帽子 黑客与渗透测试编程之道+Python绝技 运用Python成为黑客 黑客技";179.4;"范立南";"2010-12-30";"清华大学出版社"
"Python黑帽子 黑客与渗透测试编程之道 Python编程 Python编程指南 编程书籍 计算机网络";55.0;"Justin";"2010-12-30";"电子工业出版社"
"Python黑帽子：黑客与渗透测试编程之道/Python编程/Python编程指南/黑客/渗透测试/编程书籍/Pytho";52.0;"Justin";"2019-09-30";"电子工业出版社"
"R用户Python学习指南 数据科学方法 机械工业出版社 9787111611950 (印)A.奥利(A.Ohri)";57.96;"A.奥利";"2019-01-01";"机械工业出版社"
"R用户Python学习指南:数据科学方法 9787111611950 机械工业出版社 (印)A.奥利(A.Ohri)";44.16;"A.奥利";"2019-01-01";"机械工业出版社"
"Selenium 3+Python 3自动化测试项目实战：从菜鸟到高手";39.5;"田春成";"2019-09-01";"电子工业出版社"
"Selenium3自动化测试实战――基于Python语言";34.5;"虫师";"2019-06-01";"电子工业出版社"
"Selenium自动化测试完全指南 基于Python";49.5;"赵卓";"2021-05-01";"人民邮电出版社"
"Selenium自动化测试完全指南 基于Python Selenium4自动化测试实战Python全";49.5;"赵卓";"2021-05-01";"人民邮电出版社"
"SQLAlchemy Python数据库实战 第2版 (美)贾森・迈尔斯(Jason Myers),(美)里克・科普兰(";43.1;"贾森・迈尔斯";"2019-08-01";"人民邮电出版社"
"SQLAlchemy Python数据库实战 第2版 [美] 贾森・迈尔斯(Jason Myers) 里克・科普兰(Ri";41.9;"贾森・迈尔斯";"2019-08-01";"人民邮电出版社"
"SQLAlchemy Python数据库实战 第2版 人民邮电出版社";40.1;"贾森・迈尔斯";"2019-08-01";"人民邮电出版社"
"TensorFlow深度学习――手把手教你掌握100个精彩案例(Python版)";66.7;"柯博文";"2022-01-01";"清华大学出版社"
"Vim 8文本处理实战 VIM实用技巧技术指南 文本编辑器书籍 编程开发 Python语言结合";29.5;"鲁斯兰・奥西波夫";"2020-02-01";"人民邮电出版社"
"Web接口开发与自动化测试――基于Python语言";29.5;"虫师";"2017-03-01";"电子工业出版社"
"一步到位！Python从基础编程到数据分析（NumPy、matplotlib、SciPy、pandas）";87.3;"陈惠贞";"2020-11-01";"水利水电出版社"
"一步到位！Python数据科学与人工智能应用实战（NumPy、Pandas、Matplotlib、Scikit-lear";51.9;"陈允杰";"2021-01-01";"水利水电出版社"
"三册python基础教程Python编程从零基础到项目实战python机器学习入门人工智能Python大数据分析算法基础";153.0;"Unknow";"2020-11-29";"机械工业出版社"
"三步学Python python编程从入门到实践零基础入门学习Python3.9编程入门指南计算机编";77.8;"山田祥宽";"2021-12-01";"人民邮电出版社"
"三步学Python（全彩印刷）";95.6;"山田祥宽";"2021-12-01";"人民邮电出版社"
"下架 Python趣味编程从入门到人工智能 python编程从入门到精通 python3.7 青少年学编程从入门到精通";56.7;"谢声涛";"2021-04-24";"清华大学出版社"
"不上Python编程从入门到实践python数据分析网络爬虫开发实战编程入门书籍计算机程序设计零基础教材python基础";86.84;"埃里克・马瑟斯";"2010-12-30";"人民邮电出版社"
"中公Python高效开发指南Python网络爬虫综合开发";25.2;"中公教育优就业研究院";"2021-07-01";"陕西科学技术出版社"
"中公Python高效开发指南Python语言核心编程";30.0;"中公教育优就业研究院";"2020-06-01";"陕西科学技术出版社"
"中学生Python与micro：bit机器人程序设计";47.6;"尚凯";"2020-03-01";"清华大学出版社"
"中学生Python与micro：bit机器人程序设计 9787302537625";33.81;"高�D";"2020-03-01";"清华大学出版社"
"中学生Python与micro：bit机器人程序设计 清华大学出版社 9787302537625 高�D,尚凯";41.16;"高�D";"2020-03-01";"清华大学出版社"
"中学生Python与micro：bit机器人程序设计 高�D,尚凯 9787302537625";30.9;"高�D";"2020-03-01";"清华大学出版社"
"中学生Python与micro：bit机器人程序设计 高�D,尚凯 清华大学出版社【正版书籍】";35.93;"高�D";"2020-03-01";"清华大学出版社"
"中学生Python创意编程";34.5;"方其桂";"2020-09-01";"人民邮电出版社"
"中学生Python创意编程 方其桂著 Python创意编程的方法和思维 Python环境的搭建函数字符串及算法 青少年计";56.0;"方其桂";"2020-11-29";"人民邮电出版社"
"中学生Python创意编程 方其桂著 Python创意编程的方法和思维 Python环境的搭建函数字符串及算法青少年计算";60.97;"方其桂";"2010-12-30";"人民邮电出版社"
"中学生Python程序设计基础教程";47.6;"骆焦煌";"2021-06-01";"清华大学出版社"
"中学生可以这样学Python 董付国,应根球 清华大学出版社【正版书籍】";40.02;"董付国";"2017-11-01";"清华大学出版社"
"中学生可以这样学Python 董付国、应根球";24.77;"董付国";"2017-01-01";"清华大学出版社"
"中学生可以这样学Python 董付国应根球【正版保证】";24.77;"董付国";"2017-01-01";"清华大学出版社"
"中学生可以这样学Python（微课版）";29.5;"董付国";"2020-08-01";"清华大学出版社"
"临床大数据分析与挖掘――基于Python和机器学习的临床决策";57.3;"孙丽萍";"2020-11-01";"电子工业出版社"
"乐学Python编程-做个游戏很简单 王振世 著 清华大学出版社【正版图书】";44.0;"王振世";"2019-04-01";"清华大学出版社"
"乐学Python编程-做个游戏很简单【正版图书，满额减】";68.9;"王振世";"2019-04-01";"清华大学出版社"
"乐学Python编程:做个游戏很简单 9787302519867";48.16;"王振世";"2019-04-01";"清华大学出版社"
"乐学Python编程做个游戏很简单 少儿编程入门图书编程思维游戏编程教程教材书籍STEAM活动核心系列教材青少年零基础学";55.03;"王振世";"Unknow";"清华大学出版社"
"书籍 Python深度学习实战 基于Pytorch 计算机科学 软件工程相关专业教材 深度学习主流框架Pytorch入门";42.0;"石辛民";"2010-12-30";"清华大学出版社"
"书零基础入门Python深度学习刘文如|233102【正版书籍 闪电发货】";46.52;"刘文如";"2020-04-01";"机械工业出版社"
"交互的Python 数据分析入门";39.5;"王诗翔";"2020-07-01";"人民邮电出版社"
"交互的Python 数据分析入门 Python数据分析书籍 利用python进行数据分析 panda";39.5;"王诗翔";"2020-07-01";"人民邮电出版社"
"人工智能+机器人入门与实战 用树莓派+Python+OpenCV制作计算机视觉机器人";34.5;"陈宇航";"2020-05-01";"人民邮电出版社"
"人工智能入门 Python神经网络编程 python深度学习入门 机器学习实战卷积神经网络开发ai算法数学基础知识教材书";45.0;"塔里克・拉希德";"2018-01-01";"人民邮电出版社"
"人工智能入门 常用工具 大圣张晓明著 Python机器学习深度学习 数据处理和可视化 TensorF";29.5;"张晓明";"2020-06-01";"人民邮电出版社"
"人工智能开源硬件与Python编程实践 计算机软件工程 重庆大学出版社";40.17;"Unknow";"2010-12-30";"北京航空航天大学出版社"
"人工智能数学基础与Python机器学习实战";70.0;"刘润森";"2021-11-01";"北京大学出版社"
"人工智能算法Python案例实战";66.9;"吕鉴涛";"2021-01-01";"人民邮电出版社"
"人脸识别与美颜算法实战：基于Python 机器学习与深度学习";92.0;"方圆圆";"2020-04-10";"机械工业出版社"
"人邮新书 Python数字信号处理应用 Python在DSP中应用教程 Python基础 Pytho";22.5;"艾伦・唐尼";"2018-02-01";"人民邮电出版社"
"人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotl";81.75;"杰克・万托布拉斯";"2018-02-01";"人民邮电出版社"
"从Excel到Python 用Python轻松处理Excel数据 写给非IT领域职场办公人员的Python数据处理指南";70.85;"曾贤志";"2021-02-01";"电子工业出版社"
"从Excel到Python：用Python轻松处理Excel数据";39.5;"曾贤志";"2021-01-01";"电子工业出版社"
"从Python开始学编程";44.1;"Vamei";"2017-01-01";"电子工业"
"从Python开始学编程 Vamei 电子工业出版社 9787121301995";40.67;"Vamei";"2017-01-01";"电子工业出版社"
"从Python开始学编程 Vamei 著";26.9;"Vamei";"2017-01-01";"电子工业出版社"
"从Python开始学编程 电子工业出版社";24.5;"Unknow";"2017-01-01";"电子工业出版社"
"从Python开始学编程 马文豪 python编程从入门到精通零基础自学程序语言教程书计算机电脑程序员网络数据软件分析开";38.0;"不详";"Unknow";"不详"
"从Scratch到Python轻松学";120.7;"谢声涛";"2020-04-01";"中国青年出版社"
"从Scratch到Python轻松学 编程从入门中小学生计算机程序设计 趣味编程入门教程 学习计算思维编程基础少儿书籍";114.82;"谢声涛";"2020-04-01";"中国青年出版社"
"从Scratch进阶到Python";50.26;"不详";"2010-01-01";"中国铁道出版社有限公司"
"从Scratch进阶到Python――基础篇";34.9;"中国少儿编程网";"2021-04-02";"中国铁道出版社"
"从Scratch进阶到Python――基础篇 9787113275846";45.37;"不详";"2010-01-01";"中国铁道出版社有限公司"
"从Scratch进阶到Python―基础篇 中国铁道出版社有限公司 9787113275846";57.94;"Unknow";"2010-01-01";"中国铁道出版社有限公司"
"从Scratch进阶到Python(基础篇)";53.75;"中国少儿编程网|";"2021-04-01";"中国铁道"
"从Scratch进阶到Python(基础篇) 9787113275846 枫林苑图书专营店 数量：";45.37;"不详";"2010-01-01";"中国铁道出版社有限公司"
"从零开始 Python快速入门教程";34.9;"侯惠芳";"2021-07-01";"人民邮电出版社"
"从零开始 Python快速入门教程 Python编程自学书籍 网络爬虫程序设计基础编程入门";54.5;"侯惠芳";"2021-07-01";"人民邮电出版社"
"从零开始：Python基础培训教程";43.4;"杨焓";"2020-11-13";"北京大学出版社"
"从零开始Python快速入门 Python编程从入门到实践一网打尽 简明易懂的高手速成秘籍 设置实用";47.84;"Alex";"2020-04-01";"人民邮电出版社"
"从零开始Python快速入门教程Python编程零基础自学书籍从入门到实战网络爬虫程序设计基础编程Python数据处理与";61.75;"Unknow";"2021-07-01";"人民邮电出版社"
"从零开始学Python";19.0;"高博";"2020-05-01";"电子工业出版社"
"从零开始学Python 人民邮电出版社 9787115506757 [美]约翰・保罗・穆勒（John,Paul,Muel";56.58;"约翰・保罗・穆勒";"2019-04-01";"人民邮电出版社"
"从零开始学PYthon 何明 9787517083818";53.9;"何明";"2020-04-01";"中国水利水电出版社"
"从零开始学Python 何明 著 中国水利水电出版社【正版书籍】";53.88;"何明";"2020-04-01";"中国水利水电出版社"
"从零开始学Python 第2版 达人迷 Python从入门到精通 Python编程的技巧 Python初学入门 零基础自";69.2;"约翰・穆勒";"2020-11-02";"人民邮电出版社"
"从零开始学Python 第2版 达人迷 自学Python编程基础教程";34.5;"约翰・穆勒";"2019-04-01";"人民邮电出版社"
"从零开始学Python 网络爬虫数据分析挖掘处理 python编程从入门到精通 计算机程序设计基础教程书籍 零基础学习p";68.09;"刘顺祥";"2020-05-26";"清华大学出版社"
"从零开始学Python（微课视频版）";87.3;"何明";"2020-04-01";"水利水电出版社"
"从零开始学Python（微课视频版） 9787517083818";49.39;"何明";"2020-04-01";"中国水利水电出版社"
"从零开始学Python(微课视频版) 何明 9787517083818";51.2;"何明";"2020-04-01";"中国水利水电出版社"
"从零开始学Python大数据与量化交易";29.5;"周峰";"2019-11-01";"清华大学出版社"
